,JOB_ID,ISCO,JOB_CONTENT,LOWEST_DISTANCE,BEST_ACTIVITY_MATCH,BEST_ACTIVITY_ID,TOP_ACTIVITY_MATCHES,TOP ACTIVITY_IDS,BEST_ACTIVITY_MATCH_3SENT,BEST_ACTIVITY_ID_3SENT
89,13466616,62100,"The Business Unit Grid is the operative turntable from Swissgrid  The experienced professionals meet all the necessary decisions for a safe efficient and economic power supply of Switzerland as well as for planning the construction and maintenance of network systems  In the heart of the Swiss power supply of the power supply center Swissgrid Control monitor and control different teams the electricity flows on the net around the clock  Swissgrid is responsible for the Swiss Transmission Network for the reliable and economic operation of the Swiss maximum voltage network as part of its ownership responsibility for the Swiss transfer network  In order to ensure the quality and safety of the power supply, the responsibility focuses on the operation the maintenance the renewal and the expansion of electrical systems in the transmission network  For our base in Prilly VD, we are looking for a Förster HF MW Your tasks Creation of messages Cooking out of your own visual inspection of routes Maintenance of the status of the processed messages in the SAPGIS preparation and accompaniment of tenders for purchases in the field of wiring in the wire organization of woodling with contact Basic owners and authorities Control and review of measures during execution Responsibility for occupational safety in consultation with the asset managers Creating and tracking of acceptance documentation using standard documentation in the field of compensation and further development of the low-wood process activities in the field of high voltage lines with 6080 depending on the season of their profile Completed training as forestry with additional training for the diplomed Förster HF or equivalent with several years of professional experience experience in the field of safety wood Close to high voltage lines performance certificate in cooperation with area grids and institutions as well as in the leadership of third-party experience in the preparation of tendering documents plans and security-specific initiative and responsible personality with systematic way of working organizational flair and negotiating skills Good EDPscissors Msproducts GIS SAP Good Physical Constitution and Resilience Leadership Cat  B Electrotechnical basic training development of advantage or willingness to further education in the French electrical field French as native language Very good German language skills",, Monitoring and controlling resources and overseeing the spending of money.,229,,,"Servicing, repairing, calibrating, regulating, fine-tuning, or testing machines, devices, and equipment that operate primarily on the basis of electrical or electronic (not mechanical) principles.",161
90,13485931,24210,Merck is a leading science and technology company in healthcare life science and performance materials  Around 50000 employees in 67 countries work to further develop technologies that improve and enhance life  from biopharmaceutical therapies to treat cancer or multiple sclerosis cuttingedge systems for scientific research and production to liquid crystals for smartphones and LCD televisions   Your role  Drug delivery systems development projects   Act as quality management representative in development projects fordrug delivery systems for injectable drugs drug injectors reconstitution systems connected devices   Ensure design control compliance  Lead the qualification and monitoring of suppliers  Identify applicable quality and regulatory requirements  Review and approve all project deliverables internal and from suppliers  Review and approve training promotional and labelling material  Participate to design reviews  Participate to material consolidation for submission purpose    Support regulatory submissions worldwide   Drug Delivery Systems maintenance   Act as quality management representative for the maintenance of marketed drug delivery systems   Ensure compliance of the deviation and complaint handling processes related to the device  Lead the corrective and preventive action process related to the drug delivery systems  Perform the qualityregulatory assessment of proposed changes related to the drug delivery systems  Supervise the change control process related to the drug delivery systems  Ensure continued compliance to new or revised regulations and standards    Maintain supplier qualification periodic assessments audits  Support regulatory submissionsrenewals worldwide   Note Drug delivery systems can be combination products or medical devices    Who you are   Master PhD or MD degree in science or related field  Team player  Global international orientation  Confident personality able to take independent decisions  Supportive keen to promote quality through example and continuous support  Excellent knowledge of ISO 13485 21 CFR 820 ISO 14971  Excellent knowledge of medical device regulations CE marking 510k 21 CFR 4 for combination products  Documentation writing skills  Precise rigorous detail oriented  Fluent in English    What we offerYour unique talents and perspective will make a vital contribution to innovative products and services that improve the lives of people living with chronic conditions  We strive to attract people with strong positive values and we develop reinforce and reward those values  Your possibilities to develop in our growing company are just as manifold as our product portfolio  We offer a modern and international internal startuplike working environment to unleash your innovative potential in diverse teams and take responsibility for our services products the environment and society,,"Compute expenses or savings associated with green products, processes or technologies.",4.A.2.a.2.G04,,,"Identifying the developmental needs of others and coaching, mentoring, or otherwise helping others to improve their knowledge or skills.",213
91,13463812,21620,Meyer Gardens Aggartic Garden and Landscaping Efzbelp Be Languages Number of apprenticeships 1 Swissdoc number 0  9 Updated08,,Design green agricultural technologies.,4.A.2.b.2.G03,,,Select materials for use in green applications or production.,4.A.2.b.1.G08
92,13463898,21620,Moser Horticulture Gardener Garden and Landscaping Ebaoberdiesbach Be Languages Number of apprentices 1 Swissdoc number 0  1 Updated10,,Design green agricultural technologies.,4.A.2.b.2.G03,,,Obtain permits.,4.A.4.c.1.G01
93,13461966,21620,Grogg Horticulture Gardener Garden and landscaping EBATS BE Languages Number of courses 1 Swissdoc number 0  1 updated04,,Collect data about green practices or programs.,4.A.1.a.1.G03,,,Design green agricultural technologies.,4.A.2.b.2.G03
94,13461744,62100,Municipality Oberriedforstartin Efzoberried am Brienzersee Be Languages Number of apprenticeships 1 Swissdoc number 0  0 Updated01,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207,,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207
95,13469747,62100,Commune de Lausanne Service of the Parcs Et DomainesForstartin Efzlausanne 23 VD Languages FR Number of Teaching 1 Swissdoc Number 0  0 Updated28,,Advise others about land management or conservation. ,216,,," Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.",207
96,13494906,24210,"Quality Assurance Engineer Bern Switzerland Your environment You are part of our Quality Assurance Team which ensures that both existing as well as new products of Bucher Suter meet the highest quality standards  As Quality Assurance Engineer, you support our agile Scrum organization and work closely with experienced software developers  You configure you and test them predominantly Cisco technologies focused on Cisco Contact Center and Unified Communication Solutions  What you bring completed studies or training in the field of telecommunications IT good German and English skills in word and written good team players with high personal responsibility experience in the field of telephony z  as callagent of advantage preferably ISQB certification software Tester Foundation Level Advanced Level What we offer varied activities in all disciplines of the software Testings Modern and international working environment in a company with healthy growth Collegial climate in a motivated team Diverse development opportunities Knowledgesharing Technical training Various certifications Many Further corporate benefits Your contact Interestings Complete application documents please send by email to Mr  Alexander Master Head Qa Alexander  Master Bookers  com For questions you can reach us by phone at 41 31 917 52 00  We look forward to receiving your application  To open",,Prepare work requests or proposals.,4.A.3.b.6.G06,,,Evaluate materials to assess quality or ensure compliance with standards.,4.A.2.a.3.G01
97,13517245,21420;31180,"Solution-oriented creative and dynamic We are the reliable partners in civil engineering with around 30 employees  To support our team we are looking for Civil Engineering ETHFH and Draftsman EFZ Engineering Construction Civil Engineering ETHFH Looking for a new challenge as a project manager or project engineer in the most beautiful region of Switzerland If you are independent quality-conscious and work-oriented working then you are properly working together with a motivated team Infrastructure projects in the departments VER and disposal as well as roads and hydraulic engineering  Draftsman EFZ Engineering You have a solid expertise and good cad knowledge preferably allplan in high and or civil engineering  Your reliability and your exact independent operation are also characterized  In January 2017, we refer our new modern office space in the center of Interlaken  With us you can expect an interesting and versatile activity in a collegial work environment with good employment conditions  Further information can be found on Mwing  The two company owners Martin Amacher and Urban of general give you further information T 033 826 10 10  Your complete application documents Please send to Mäsper Wyss Bauingenieure AG Hauptstrasse 21 3800 undersea or in electronic form to Timon",,Advise others on green engineering or design issues.,4.A.4.b.6.G05,,,Advise others on green engineering or design issues.,4.A.4.b.6.G05
98,13461980,21620,Green Blue Gardener Garden and Landscaping Eflaumen Be Be Languages Number of apprenticeships 1 Swissdoc number 0  9 Updated28,,Design green agricultural technologies.,4.A.2.b.2.G03,,,Operate robotic or automated equipment.,4.A.3.a.3.G04
99,13462067,21620,Haas Gartenbau Aggartenner in Garden and landscaping Evzbern Be Languages Number of apprenticeships 1 Swissdoc number 0  9 Updated19,,Train staff.,4.A.4.b.3.G02,,,Train staff.,4.A.4.b.3.G02
